sta;x;z
STA 1+00;3.9612017529999997;6.057
STA 1+00;3.9612017529999997;6.057
STA 1+00;3.9612017529999997;6.057
STA 1+00;3.9612017529999997;6.057
STA 1+00;3.9612017529999997;6.057
STA 1+00;4.911201752999999;4.157
STA 1+00;7.111201753;4.157
STA 1+00;8.061201753;6.057
STA 1+00;8.061201753;6.057
STA 1+00;8.061201753;6.057
STA 1+00;8.061201753;6.057
STA 1+00;8.061201753;6.057
STA 1+00;3.9612017529999997;-0.9429999999999996
STA 1+00;3.9612017529999997;6.057
STA 1+00;3.9612017529999997;6.057
STA 1+00;3.9612017529999997;-0.9429999999999996
STA 1+00;1.4112017529999998;11.157
STA 1+00;4.911201752999999;4.157
STA 1+00;7.111201753;4.157
STA 1+00;10.611201753;11.157
STA 1+00;8.061201753;-0.9429999999999996
STA 1+00;8.061201753;6.057
STA 1+00;8.061201753;6.057
STA 1+00;8.061201753;-0.9429999999999996
